gene_symbol	hgnc_id	mgi_id	disorder_id	disorder_name	IMPC_pipeline	IMPC_phenotypes	HPO_phenotypes	PhenoDigm_match	max_score
ACTL6A	HGNC:24124	MGI:1861453	ORPHA:528084	Non-Specific Syndromic Intellectual Disability	yes	yes	no	no	NA
ACTL6B	HGNC:160	MGI:1933548	OMIM:618468|OMIM:618470|ORPHA:442835|ORPHA:528084	Developmental And Epileptic Encephalopathy 76|Intellectual Developmental Disorder With Severe Speech And Ambulation Defects|Non-Specific Early-Onset Epileptic Encephalopathy|Non-Specific Syndromic Intellectual Disability	yes	yes	yes	yes	41.425
ACTL7A	HGNC:161	MGI:1343051	OMIM:620499	Spermatogenic Failure 86	no	no	no	no	NA
ACTL7B	HGNC:162	MGI:1343053	-	-	yes	no	no	no	NA
ACTL9	HGNC:28494	MGI:1916731	OMIM:619258|ORPHA:276234	Spermatogenic Failure 53|Non-Syndromic Male Infertility Due To Sperm Motility Disorder	no	no	no	no	NA
ACTMAP	HGNC:24758	MGI:3041247	-	-	no	no	no	no	NA
ACTN1	HGNC:163	MGI:2137706	OMIM:615193|ORPHA:140957	Bleeding Disorder, Platelet-Type, 15|Autosomal Dominant Macrothrombocytopenia	yes	no	yes	no	NA
ACTN2	HGNC:164	MGI:109192	OMIM:612158|OMIM:618654|OMIM:618655|ORPHA:154|ORPHA:155	Cardiomyopathy, Dilated, 1Aa, With Or Without Left Ventricular Noncompaction|Congenital Myopathy 8|Myopathy, Distal, 6, Adult-Onset, Autosomal Dominant|Familial Isolated Dilated Cardiomyopathy|Non Rare In Europe: Familial Isolated Hypertrophic Cardiomyopathy	no	no	no	no	NA
ACTN3	HGNC:165	MGI:99678	OMIM:617749	Actn3 Deficiency	no	no	no	no	NA
ACTN4	HGNC:166	MGI:1890773	OMIM:603278|ORPHA:656	Focal Segmental Glomerulosclerosis 1|Genetic Steroid-Resistant Nephrotic Syndrome	yes	yes	yes	no	NA
ACTR10	HGNC:17372	MGI:1891654	-	-	no	no	no	no	NA
ACTR1A	HGNC:167	MGI:1858964	-	-	no	no	no	no	NA
ACTR1B	HGNC:168	MGI:1917446	-	-	no	no	no	no	NA
ACTR2	HGNC:169	MGI:1913963	-	-	no	no	no	no	NA
ACTR3	HGNC:170	MGI:1921367	-	-	no	no	no	no	NA
ACTR3B	HGNC:17256	MGI:2661120	-	-	yes	no	no	no	NA
ACTR5	HGNC:14671	MGI:1924748	-	-	yes	no	no	no	NA
ACTR6	HGNC:24025	MGI:1914269	-	-	yes	no	no	no	NA
ACTR8	HGNC:14672	MGI:1860775	-	-	yes	no	no	no	NA
ACTRT1	HGNC:24027	MGI:1920610	-	-	no	no	no	no	NA
ACTRT2	HGNC:24026	MGI:1920603	-	-	no	no	no	no	NA
ACTRT3	HGNC:24022	MGI:1923902	-	-	yes	no	no	no	NA
ACVR1	HGNC:171	MGI:87911	OMIM:135100|ORPHA:337	Fibrodysplasia Ossificans Progressiva	yes	yes	yes	no	NA
ACVR1B	HGNC:172	MGI:1338944	OMIM:260350	Pancreatic Cancer	yes	yes	yes	yes	19.805
ACVR1C	HGNC:18123	MGI:2661081	-	-	yes	no	no	no	NA
ACVR2A	HGNC:173	MGI:102806	-	-	yes	no	no	no	NA
ACVR2B	HGNC:174	MGI:87912	OMIM:613751|ORPHA:157769	Heterotaxy, Visceral, 4, Autosomal|Situs Ambiguus	yes	yes	yes	no	NA
ACVRL1	HGNC:175	MGI:1338946	OMIM:600376|ORPHA:774|ORPHA:275777	Telangiectasia, Hereditary Hemorrhagic, Type 2|Hereditary Hemorrhagic Telangiectasia|Heritable Pulmonary Arterial Hypertension	no	no	no	no	NA
ACY3	HGNC:24104	MGI:1918920	-	-	yes	no	no	no	NA
ACYP1	HGNC:179	MGI:1913454	-	-	yes	no	no	no	NA
ACYP2	HGNC:180	MGI:1922822	-	-	no	no	no	no	NA
ADA	HGNC:186	MGI:87916	OMIM:102700|ORPHA:277|ORPHA:39041	Severe Combined Immunodeficiency, Autosomal Recessive, T Cell-Negative, B Cell-Negative, Nk Cell-Negative, Due To Adenosine Deaminase Deficiency|Severe Combined Immunodeficiency Due To Adenosine Deaminase Deficiency|Omenn Syndrome	no	no	no	no	NA
ADAD1	HGNC:30713	MGI:103258	-	-	yes	no	no	no	NA
ADAD2	HGNC:30714	MGI:1923023	-	-	yes	no	no	no	NA
ADAL	HGNC:31853	MGI:1923144	-	-	yes	no	no	no	NA
ADAM10	HGNC:188	MGI:109548	OMIM:615537|OMIM:615590|ORPHA:178307	Reticulate Acropigmentation Of Kitamura|Alzheimer Disease 18	no	no	no	no	NA
ADAM11	HGNC:189	MGI:1098667	-	-	yes	no	no	no	NA
ADAM12	HGNC:190	MGI:105378	-	-	no	no	no	no	NA
ADAM15	HGNC:193	MGI:1333882	-	-	no	no	no	no	NA
ADAM17	HGNC:195	MGI:1096335	OMIM:614328|ORPHA:294023	Inflammatory Skin And Bowel Disease, Neonatal, 1|Neonatal Inflammatory Skin And Bowel Disease	yes	yes	yes	yes	12.55
ADAM18	HGNC:196	MGI:105986	-	-	no	no	no	no	NA
ADAM19	HGNC:197	MGI:105377	-	-	no	no	no	no	NA
ADAM2	HGNC:198	MGI:1340894	-	-	no	no	no	no	NA
ADAM21	HGNC:200	MGI:1861229	-	-	no	no	no	no	NA
ADAM22	HGNC:201	MGI:1340046	OMIM:617933	Developmental And Epileptic Encephalopathy 61	no	no	no	no	NA
ADAM23	HGNC:202	MGI:1345162	-	-	yes	no	no	no	NA
ADAM28	HGNC:206	MGI:105988	-	-	no	no	no	no	NA
ADAM29	HGNC:207	MGI:2676326	-	-	no	no	no	no	NA
ADAM30	HGNC:208	MGI:1918328	-	-	yes	no	no	no	NA
ADAM32	HGNC:15479	MGI:2653822	-	-	yes	no	no	no	NA
ADAM33	HGNC:15478	MGI:1341813	-	-	yes	no	no	no	NA
ADAM7	HGNC:214	MGI:107247	-	-	no	no	no	no	NA
ADAM8	HGNC:215	MGI:107825	-	-	yes	no	no	no	NA
ADAM9	HGNC:216	MGI:105376	OMIM:612775|ORPHA:1872	Cone-Rod Dystrophy 9|Cone Rod Dystrophy	no	no	no	no	NA
ADAMDEC1	HGNC:16299	MGI:1917650	-	-	yes	no	no	no	NA
ADAMTS1	HGNC:217	MGI:109249	-	-	yes	no	no	no	NA
ADAMTS10	HGNC:13201	MGI:2449112	OMIM:277600|ORPHA:3449	Weill-Marchesani Syndrome 1|Weill-Marchesani Syndrome	no	no	no	no	NA
ADAMTS12	HGNC:14605	MGI:2146046	-	-	yes	no	no	no	NA
ADAMTS13	HGNC:1366	MGI:2685556	OMIM:274150|ORPHA:93583	Thrombotic Thrombocytopenic Purpura, Hereditary|Congenital Thrombotic Thrombocytopenic Purpura	yes	no	yes	no	NA
ADAMTS14	HGNC:14899	MGI:2179942	-	-	yes	no	no	no	NA
ADAMTS15	HGNC:16305	MGI:2449569	OMIM:620545	Arthrogryposis, Distal, Type 12	yes	yes	no	no	NA
ADAMTS16	HGNC:17108	MGI:2429637	-	-	yes	no	no	no	NA
ADAMTS17	HGNC:17109	MGI:3588195	OMIM:613195|ORPHA:363992	Weill-Marchesani Syndrome 4|Ichthyosis-Short Stature-Brachydactyly-Microspherophakia Syndrome	no	no	no	no	NA
ADAMTS18	HGNC:17110	MGI:2442600	OMIM:615458|ORPHA:369970	Microcornea, Myopic Chorioretinal Atrophy, And Telecanthus|Microcornea-Myopic Chorioretinal Atrophy-Telecanthus Syndrome	yes	yes	yes	yes	41.61
ADAMTS19	HGNC:17111	MGI:2442875	OMIM:620067	Cardiac Valvular Dysplasia 2	yes	no	yes	no	NA
ADAMTS2	HGNC:218	MGI:1347356	OMIM:225410|ORPHA:1901	Ehlers-Danlos Syndrome, Dermatosparaxis Type|Dermatosparaxis Ehlers-Danlos Syndrome	no	no	no	no	NA
ADAMTS20	HGNC:17178	MGI:2660628	-	-	no	no	no	no	NA
ADAMTS3	HGNC:219	MGI:3045353	OMIM:618154|ORPHA:2136	Hennekam Lymphangiectasia-Lymphedema Syndrome 3|Hennekam Syndrome	yes	yes	yes	no	NA
ADAMTS4	HGNC:220	MGI:1339949	-	-	yes	no	no	no	NA
ADAMTS5	HGNC:221	MGI:1346321	-	-	no	no	no	no	NA
ADAMTS6	HGNC:222	MGI:1347348	-	-	yes	no	no	no	NA
ADAMTS7	HGNC:223	MGI:1347346	-	-	no	no	no	no	NA
ADAMTS8	HGNC:224	MGI:1353468	-	-	no	no	no	no	NA
ADAMTS9	HGNC:13202	MGI:1916320	ORPHA:93592	Juvenile Nephronophthisis	yes	yes	no	no	NA
ADAMTSL1	HGNC:14632	MGI:1924989	ORPHA:521445	Microcephaly-Facial Dysmorphism-Ocular Anomalies-Multiple Congenital Anomalies Syndrome	no	no	no	no	NA
ADAMTSL2	HGNC:14631	MGI:1925044	OMIM:231050|ORPHA:2623|ORPHA:1901	Geleophysic Dysplasia 1|Geleophysic Dysplasia|Dermatosparaxis Ehlers-Danlos Syndrome	no	no	no	no	NA
ADAMTSL3	HGNC:14633	MGI:3028499	-	-	yes	no	no	no	NA
ADAMTSL4	HGNC:19706	MGI:2389008	OMIM:225200|OMIM:225100|ORPHA:1885	Ectopia Lentis Et Pupillae|Ectopia Lentis 2, Isolated, Autosomal Recessive|Isolated Ectopia Lentis	yes	yes	yes	yes	76.88
ADAMTSL5	HGNC:27912	MGI:1913798	-	-	yes	no	no	no	NA
ADAP1	HGNC:16486	MGI:2442201	-	-	yes	no	no	no	NA
ADAP2	HGNC:16487	MGI:2663075	-	-	no	no	no	no	NA
ADAR	HGNC:225	MGI:1889575	OMIM:615010|OMIM:127400|ORPHA:51|ORPHA:225154|ORPHA:41	Aicardi-Goutieres Syndrome 6|Dyschromatosis Symmetrica Hereditaria|Aicardi-Goutières Syndrome|Familial Infantile Bilateral Striatal Necrosis	yes	yes	yes	yes	29.88
ADARB1	HGNC:226	MGI:891999	OMIM:618862	Neurodevelopmental Disorder With Hypotonia, Microcephaly, And Seizures	yes	yes	yes	no	NA
ADARB2	HGNC:227	MGI:2151118	-	-	yes	no	no	no	NA
ADAT1	HGNC:228	MGI:1353631	-	-	no	no	no	no	NA
ADAT2	HGNC:21172	MGI:1914007	-	-	no	no	no	no	NA
ADCK1	HGNC:19038	MGI:1919363	-	-	yes	no	no	no	NA
ADCK2	HGNC:19039	MGI:1889336	-	-	yes	no	no	no	NA
ADCK5	HGNC:21738	MGI:2679274	-	-	yes	no	no	no	NA
ADCY1	HGNC:232	MGI:99677	OMIM:610154|ORPHA:90636	Deafness, Autosomal Recessive 44|Rare Autosomal Recessive Non-Syndromic Sensorineural Deafness Type Dfnb	yes	yes	yes	no	NA
ADCY10	HGNC:21285	MGI:2660854	OMIM:143870|ORPHA:2197	Hypercalciuria, Absorptive, 2|Idiopathic Hypercalciuria	no	no	no	no	NA
ADCY2	HGNC:233	MGI:99676	-	-	yes	no	no	no	NA
ADCY3	HGNC:234	MGI:99675	OMIM:617885	Body Mass Index Quantitative Trait Locus 19	yes	yes	yes	yes	17.5
ADCY4	HGNC:235	MGI:99674	-	-	no	no	no	no	NA
ADCY5	HGNC:236	MGI:99673	OMIM:606703|OMIM:619647|OMIM:619651|ORPHA:1429|ORPHA:324588	Dyskinesia With Orofacial Involvement, Autosomal Dominant|Dyskinesia With Orofacial Involvement, Autosomal Recessive|Neurodevelopmental Disorder With Hyperkinetic Movements And Dyskinesia|Benign Hereditary Chorea|Familial Dyskinesia And Facial Myokymia	no	no	no	no	NA
ADCY6	HGNC:237	MGI:87917	OMIM:616287|ORPHA:2680	Lethal Congenital Contracture Syndrome 8|Hypomyelination Neuropathy-Arthrogryposis Syndrome	yes	yes	yes	no	NA
ADCY7	HGNC:238	MGI:102891	-	-	no	no	no	no	NA
ADCY8	HGNC:239	MGI:1341110	-	-	no	no	no	no	NA
ADCY9	HGNC:240	MGI:108450	-	-	yes	no	no	no	NA
ADCYAP1	HGNC:241	MGI:105094	-	-	no	no	no	no	NA
ADCYAP1R1	HGNC:242	MGI:108449	-	-	yes	no	no	no	NA
ADD1	HGNC:243	MGI:87918	OMIM:145500	Hypertension, Essential	no	no	no	no	NA
ADD2	HGNC:244	MGI:87919	-	-	no	no	no	no	NA
ADD3	HGNC:245	MGI:1351615	OMIM:617008|ORPHA:210141	Cerebral Palsy, Spastic Quadriplegic, 3|Inherited Congenital Spastic Tetraplegia	no	no	no	no	NA
ADGB	HGNC:21212	MGI:3605549	-	-	yes	no	no	no	NA
ADGRA1	HGNC:13838	MGI:1277167	-	-	yes	no	no	no	NA
ADGRA2	HGNC:17849	MGI:1925810	-	-	no	no	no	no	NA
ADGRA3	HGNC:13839	MGI:1917943	-	-	no	no	no	no	NA
ADGRB1	HGNC:943	MGI:1933736	-	-	yes	no	no	no	NA
ADGRB2	HGNC:944	MGI:2451244	-	-	yes	no	no	no	NA
ADGRB3	HGNC:945	MGI:2441837	-	-	yes	no	no	no	NA
ADGRD1	HGNC:19893	MGI:3041203	-	-	yes	no	no	no	NA
ADGRE1	HGNC:3336	MGI:106912	-	-	no	no	no	no	NA
ADGRE5	HGNC:1711	MGI:1347095	-	-	no	no	no	no	NA
ADGRF1	HGNC:18990	MGI:1924846	-	-	no	no	no	no	NA
ADGRF2P	HGNC:18991	MGI:2182728	-	-	no	no	no	no	NA
ADGRF3	HGNC:18989	MGI:2685887	-	-	yes	no	no	no	NA
ADGRF4	HGNC:19011	MGI:1925499	-	-	yes	no	no	no	NA
ADGRF5	HGNC:19030	MGI:2182928	-	-	yes	no	no	no	NA
ADGRG1	HGNC:4512	MGI:1340051	OMIM:606854|OMIM:615752|ORPHA:98889|ORPHA:101070	Cortical Dysplasia, Complex, With Other Brain Malformations 14A (Bilateral Frontoparietal)|Cortical Dysplasia, Complex, With Other Brain Malformations 14B (Bilateral Perisylvian)|Bilateral Perisylvian Polymicrogyria|Bilateral Frontoparietal Polymicrogyria	no	no	no	no	NA
ADGRG2	HGNC:4516	MGI:2446854	OMIM:300985|ORPHA:48	Vas Deferens, Congenital Bilateral Aplasia Of, X-Linked|Congenital Bilateral Absence Of Vas Deferens	no	no	no	no	NA
ADGRG3	HGNC:13728	MGI:1859670	-	-	no	no	no	no	NA
ADGRG4	HGNC:18992	MGI:2685213	-	-	yes	no	no	no	NA
ADGRG5	HGNC:19010	MGI:2685955	-	-	yes	no	no	no	NA
ADGRG6	HGNC:13841	MGI:1916151	OMIM:616503	Lethal Congenital Contracture Syndrome 9	no	no	no	no	NA
ADGRG7	HGNC:19241	MGI:2441732	-	-	yes	no	no	no	NA
ADGRL1	HGNC:20973	MGI:1929461	OMIM:620065|ORPHA:528084	Developmental Delay, Behavioral Abnormalities, And Neuropsychiatric Disorders|Non-Specific Syndromic Intellectual Disability	no	no	no	no	NA
ADGRL2	HGNC:18582	MGI:2139714	-	-	no	no	no	no	NA
ADGRL3	HGNC:20974	MGI:2441950	-	-	yes	no	no	no	NA
ADGRL4	HGNC:20822	MGI:2655562	-	-	yes	no	no	no	NA
ADGRV1	HGNC:17416	MGI:1274784	OMIM:604352|OMIM:605472|ORPHA:231178|ORPHA:36387	Febrile Seizures, Familial, 4|Usher Syndrome, Type Iic|Usher Syndrome Type 2|Generalized Epilepsy With Febrile Seizures-Plus	yes	yes	yes	yes	48.59
ADH4	HGNC:252	MGI:1349472	-	-	yes	no	no	no	NA
ADH5	HGNC:253	MGI:87929	OMIM:619151	Amed Syndrome, Digenic	yes	yes	yes	yes	30.83
ADH7	HGNC:256	MGI:87926	-	-	no	no	no	no	NA
ADHFE1	HGNC:16354	MGI:1923437	-	-	yes	no	no	no	NA
ADI1	HGNC:30576	MGI:2144929	-	-	yes	no	no	no	NA
ADIG	HGNC:28606	MGI:2675492	-	-	yes	no	no	no	NA
ADIPOQ	HGNC:13633	MGI:106675	OMIM:612556	Adiponectin Deficiency	yes	yes	no	no	NA
ADIPOR1	HGNC:24040	MGI:1919924	-	-	yes	no	no	no	NA
ADIPOR2	HGNC:24041	MGI:93830	-	-	yes	no	no	no	NA
ADISSP	HGNC:15873	MGI:1914576	-	-	yes	no	no	no	NA
ADK	HGNC:257	MGI:87930	OMIM:614300|ORPHA:289290	Hypermethioninemia Due To Adenosine Kinase Deficiency|Hypermethioninemia Encephalopathy Due To Adenosine Kinase Deficiency	yes	yes	yes	yes	17.085
ADM	HGNC:259	MGI:108058	-	-	no	no	no	no	NA
ADM2	HGNC:28898	MGI:2675256	-	-	yes	no	no	no	NA
ADNP	HGNC:15766	MGI:1338758	OMIM:615873|ORPHA:404448	Helsmoortel-Van Der Aa Syndrome|Adnp Syndrome	no	no	no	no	NA
ADNP2	HGNC:23803	MGI:2448562	-	-	yes	no	no	no	NA
ADO	HGNC:23506	MGI:2685083	-	-	no	no	no	no	NA
ADORA1	HGNC:262	MGI:99401	-	-	yes	no	no	no	NA
ADORA2A	HGNC:263	MGI:99402	ORPHA:363549	Acute Encephalopathy With Biphasic Seizures And Late Reduced Diffusion	yes	yes	yes	no	NA
ADORA2B	HGNC:264	MGI:99403	-	-	yes	no	no	no	NA
ADORA3	HGNC:268	MGI:104847	-	-	no	no	no	no	NA
ADPGK	HGNC:25250	MGI:1919391	-	-	yes	no	no	no	NA
ADPRH	HGNC:269	MGI:1098234	-	-	no	no	no	no	NA
ADPRHL1	HGNC:21303	MGI:2442168	-	-	yes	no	no	no	NA
ADPRM	HGNC:30925	MGI:1913608	-	-	yes	no	no	no	NA
ADPRS	HGNC:21304	MGI:2140364	OMIM:618170	Neurodegeneration, Childhood-Onset, Stress-Induced, With Variable Ataxia And Seizures	yes	yes	yes	no	NA
ADRA1A	HGNC:277	MGI:104773	-	-	no	no	no	no	NA
ADRA1B	HGNC:278	MGI:104774	-	-	no	no	no	no	NA
ADRA1D	HGNC:280	MGI:106673	-	-	no	no	no	no	NA
ADRA2A	HGNC:281	MGI:87934	-	-	yes	no	no	no	NA
ADRA2B	HGNC:282	MGI:87935	ORPHA:86814	Benign Adult Familial Myoclonic Epilepsy	no	no	no	no	NA
ADRA2C	HGNC:283	MGI:87936	-	-	no	no	no	no	NA
ADRB1	HGNC:285	MGI:87937	OMIM:607276|OMIM:618591	Resting Heart Rate, Variation In|Short Sleep, Familial Natural, 2	no	no	no	no	NA
ADRB2	HGNC:286	MGI:87938	-	-	yes	no	no	no	NA
ADRB3	HGNC:288	MGI:87939	OMIM:601665	Obesity	yes	no	yes	no	NA
ADRM1	HGNC:15759	MGI:1929289	-	-	no	no	no	no	NA
ADSL	HGNC:291	MGI:103202	OMIM:103050|ORPHA:46	Adenylosuccinase Deficiency|Adenylosuccinate Lyase Deficiency	yes	yes	yes	no	NA
ADSS1	HGNC:20093	MGI:87947	OMIM:617030|ORPHA:482601	Myopathy, Distal, 5|Adenylosuccinate Synthetase-Like 1-Related Distal Myopathy	no	no	no	no	NA
ADSS2	HGNC:292	MGI:87948	-	-	yes	no	no	no	NA
ADTRP	HGNC:21214	MGI:1924596	-	-	yes	no	no	no	NA
AEBP1	HGNC:303	MGI:1197012	OMIM:618000|ORPHA:536532	Ehlers-Danlos Syndrome, Classic-Like, 2|Classical-Like Ehlers-Danlos Syndrome Type 2	yes	yes	yes	yes	21.97
AEBP2	HGNC:24051	MGI:1338038	-	-	no	no	no	no	NA
AEN	HGNC:25722	MGI:1915298	-	-	no	no	no	no	NA
AFAP1	HGNC:24017	MGI:1917542	-	-	no	no	no	no	NA
AFAP1L1	HGNC:26714	MGI:2147199	-	-	yes	no	no	no	NA
AFAP1L2	HGNC:25901	MGI:2147658	-	-	yes	no	no	no	NA
AFDN	HGNC:7137	MGI:1314653	-	-	yes	no	no	no	NA
AFF1	HGNC:7135	MGI:1100819	ORPHA:589595	Mixed Phenotype Acute Leukemia With T(V;11Q23.3)	no	no	no	no	NA
AFF2	HGNC:3776	MGI:1202294	OMIM:309548|ORPHA:100973	Intellectual Developmental Disorder, X-Linked 109|Fraxe Intellectual Disability	yes	yes	yes	no	NA
AFF3	HGNC:6473	MGI:106927	OMIM:619297|ORPHA:632603	Kinsship Syndrome|Mesomelic Dysplasia-Digital Anomalies-Intellectual Disability Syndrome	yes	yes	yes	yes	33.4
AFF4	HGNC:17869	MGI:2136171	OMIM:616368|ORPHA:444077	Chops Syndrome|Cognitive Impairment-Coarse Facies-Heart Defects-Obesity-Pulmonary Involvement-Short Stature-Skeletal Dysplasia Syndrome	yes	yes	yes	yes	32.245
AFG1L	HGNC:16411	MGI:2148801	-	-	yes	no	no	no	NA
AFG2A	HGNC:18119	MGI:1927170	OMIM:616577|ORPHA:457351	Neurodevelopmental Disorder With Hearing Loss, Seizures, And Brain Abnormalities|Microcephaly-Intellectual Disability-Sensorineural Hearing Loss-Epilepsy-Abnormal Muscle Tone Syndrome	yes	yes	yes	no	NA
AFG2B	HGNC:28762	MGI:3036261	OMIM:619615|OMIM:619616|ORPHA:90636	Deafness, Autosomal Recessive 119|Neurodevelopmental Disorder With Hearing Loss And Spasticity|Rare Autosomal Recessive Non-Syndromic Sensorineural Deafness Type Dfnb	yes	yes	yes	no	NA
AFG3L2	HGNC:315	MGI:1916847	OMIM:618977|OMIM:614487|OMIM:610246|ORPHA:313772|ORPHA:101109	Optic Atrophy 12|Spastic Ataxia 5, Autosomal Recessive|Spinocerebellar Ataxia 28|Early-Onset Spastic Ataxia-Myoclonic Epilepsy-Neuropathy Syndrome|Spinocerebellar Ataxia Type 28	no	no	no	no	NA
AFM	HGNC:316	MGI:2429409	-	-	no	no	no	no	NA
AFMID	HGNC:20910	MGI:2448704	-	-	yes	no	no	no	NA
AFP	HGNC:317	MGI:87951	OMIM:615969|OMIM:615970|ORPHA:168615|ORPHA:168612	Alpha-Fetoprotein Deficiency|Alpha-Fetoprotein, Hereditary Persistence Of|Hereditary Persistence Of Alpha-Fetoprotein|Congenital Deficiency In Alpha-Fetoprotein	no	no	no	no	NA
AFTPH	HGNC:25951	MGI:1923012	-	-	yes	no	no	no	NA
AGA	HGNC:318	MGI:104873	OMIM:208400|ORPHA:93	Aspartylglucosaminuria	no	no	no	no	NA
AGAP1	HGNC:16922	MGI:2653690	-	-	yes	no	no	no	NA
AGAP2	HGNC:16921	MGI:3580016	-	-	no	no	no	no	NA
AGAP3	HGNC:16923	MGI:2183446	-	-	no	no	no	no	NA
AGBL1	HGNC:26504	MGI:3646469	OMIM:615523|ORPHA:98974	Corneal Dystrophy, Fuchs Endothelial, 8|Fuchs Endothelial Corneal Dystrophy	yes	yes	yes	yes	43.615
AGBL2	HGNC:26296	MGI:2443254	-	-	yes	no	no	no	NA
AGBL3	HGNC:27981	MGI:1923473	-	-	no	no	no	no	NA
AGBL4	HGNC:25892	MGI:1918244	-	-	yes	no	no	no	NA
AGBL5	HGNC:26147	MGI:2441745	OMIM:617023|ORPHA:791	Retinitis Pigmentosa 75|Retinitis Pigmentosa	yes	no	yes	no	NA
AGER	HGNC:320	MGI:893592	-	-	no	no	no	no	NA
AGFG1	HGNC:5175	MGI:1333754	-	-	no	no	no	no	NA
AGFG2	HGNC:5177	MGI:2443267	-	-	yes	no	no	no	NA
AGGF1	HGNC:24684	MGI:1913799	ORPHA:90308	Klippel-Trénaunay Syndrome	no	no	no	no	NA
AGK	HGNC:21869	MGI:1917173	OMIM:614691|OMIM:212350|ORPHA:1369|ORPHA:98994	Cataract 38|Sengers Syndrome|Congenital Cataract-Hypertrophic Cardiomyopathy-Mitochondrial Myopathy Syndrome|Total Early-Onset Cataract	no	no	no	no	NA
AGL	HGNC:321	MGI:1924809	OMIM:232400|ORPHA:366	Glycogen Storage Disease Iii|Glycogen Storage Disease Due To Glycogen Debranching Enzyme Deficiency	yes	yes	yes	yes	58.45
AGMAT	HGNC:18407	MGI:1923236	-	-	no	no	no	no	NA
AGMO	HGNC:33784	MGI:2442495	-	-	yes	no	no	no	NA
AGO1	HGNC:3262	MGI:2446630	OMIM:620292|ORPHA:528084	Neurodevelopmental Disorder With Language Delay And Behavioral Abnormalities, With Or Without Seizures|Non-Specific Syndromic Intellectual Disability	yes	yes	yes	no	NA
AGO2	HGNC:3263	MGI:2446632	OMIM:619149|ORPHA:528084	Lessel-Kreienkamp Syndrome|Non-Specific Syndromic Intellectual Disability	no	no	no	no	NA
AGO3	HGNC:18421	MGI:2446634	-	-	yes	no	no	no	NA
AGO4	HGNC:18424	MGI:1924100	-	-	no	no	no	no	NA
AGPAT1	HGNC:324	MGI:1932075	-	-	yes	no	no	no	NA
AGPAT2	HGNC:325	MGI:1914762	OMIM:608594|ORPHA:528	Lipodystrophy, Congenital Generalized, Type 1|Congenital Generalized Lipodystrophy	no	no	no	no	NA
AGPAT3	HGNC:326	MGI:1336186	-	-	yes	no	no	no	NA
AGPAT4	HGNC:20885	MGI:1915512	-	-	yes	no	no	no	NA
AGPAT5	HGNC:20886	MGI:1196345	-	-	yes	no	no	no	NA
AGPS	HGNC:327	MGI:2443065	OMIM:600121|ORPHA:309803	Rhizomelic Chondrodysplasia Punctata, Type 3|Rhizomelic Chondrodysplasia Punctata Type 3	no	no	no	no	NA
AGR2	HGNC:328	MGI:1344405	OMIM:620233	Respiratory Infections, Recurrent, And Failure To Thrive With Or Without Diarrhea	no	no	no	no	NA
AGR3	HGNC:24167	MGI:2685734	-	-	yes	no	no	no	NA
AGRN	HGNC:329	MGI:87961	OMIM:615120|ORPHA:98914|ORPHA:98913	Myasthenic Syndrome, Congenital, 8|Presynaptic Congenital Myasthenic Syndromes|Postsynaptic Congenital Myasthenic Syndromes	no	no	no	no	NA
AGRP	HGNC:330	MGI:892013	OMIM:601665	Obesity	no	no	no	no	NA
AGT	HGNC:333	MGI:87963	OMIM:145500|OMIM:267430|ORPHA:243761|ORPHA:97369	Hypertension, Essential|Renal Tubular Dysgenesis|Non Rare In Europe: Essential Hypertension|Renal Tubular Dysgenesis Of Genetic Origin	no	no	no	no	NA
AGTPBP1	HGNC:17258	MGI:2159437	OMIM:618276|ORPHA:2254	Neurodegeneration, Childhood-Onset, With Cerebellar Atrophy|Pontocerebellar Hypoplasia Type 1	no	no	no	no	NA
AGTR2	HGNC:338	MGI:87966	ORPHA:777	X-Linked Non-Syndromic Intellectual Disability	yes	yes	no	no	NA
AGTRAP	HGNC:13539	MGI:1339977	-	-	yes	no	no	no	NA
AGXT	HGNC:341	MGI:1329033	OMIM:259900|ORPHA:93598	Hyperoxaluria, Primary, Type I|Primary Hyperoxaluria Type 1	no	no	no	no	NA
AGXT2	HGNC:14412	MGI:2146052	OMIM:210100	Beta-Aminoisobutyric Aciduria	yes	yes	yes	no	NA
AHCTF1	HGNC:24618	MGI:1915033	-	-	yes	no	no	no	NA
AHCYL1	HGNC:344	MGI:2385184	-	-	yes	no	no	no	NA
AHCYL2	HGNC:22204	MGI:1921590	-	-	no	no	no	no	NA
AHDC1	HGNC:25230	MGI:2444218	OMIM:615829|ORPHA:412069	Xia-Gibbs Syndrome|Ahdc1-Related Intellectual Disability-Obstructive Sleep Apnea-Mild Dysmorphism Syndrome	yes	yes	yes	yes	22.8
AHI1	HGNC:21575	MGI:87971	OMIM:608629|ORPHA:791|ORPHA:475|ORPHA:220493	Joubert Syndrome 3|Retinitis Pigmentosa|Joubert Syndrome|Joubert Syndrome With Ocular Defect	no	no	no	no	NA
AHNAK	HGNC:347	MGI:1316648	-	-	yes	no	no	no	NA
AHNAK2	HGNC:20125	MGI:2144831	-	-	yes	no	no	no	NA
AHR	HGNC:348	MGI:105043	OMIM:618345|ORPHA:791	Retinitis Pigmentosa 85|Retinitis Pigmentosa	no	no	no	no	NA
AHRR	HGNC:346	MGI:1333776	-	-	yes	no	no	no	NA
AHSA1	HGNC:1189	MGI:2387603	-	-	yes	no	no	no	NA
