disorder_id	disorder_name	gene_symbol	description	score	query_phenotype	match_phenotype
OMIM:165550	Optic Nerve Hypoplasia, Bilateral	PAX6	Pax6<em1(IMPC)Mbp> hom embryo	24.65	HP:0012521,HP:0000609	MP:0001293
OMIM:166210	Osteogenesis Imperfecta, Type Ii	COL1A2	Col1a2<tm1b(EUCOMM)Wtsi> hom early	46.02	HP:0006367,HP:0005622,HP:0002757,HP:0005855,HP:0005623,HP:0002982,HP:0002644,HP:0009826	MP:0000559,MP:0000062,MP:0000558,MP:0010123
OMIM:166220	Osteogenesis Imperfecta, Type Iv	COL1A2	Col1a2<tm1b(EUCOMM)Wtsi> hom early	43.04	HP:0002757,HP:0004349,HP:0002659,HP:0003023,HP:0005005,HP:0000703	MP:0000062,MP:0000558,MP:0010025,MP:0010123,MP:0000559
OMIM:166250	Osteoglophonic Dysplasia	FGFR1	Fgfr1<tm1.1(KOMP)Vlcg> hom embryo	16.89	HP:0001510,HP:0003510,HP:0008905	MP:0003984
OMIM:166710	Osteoporosis	COL1A2	Col1a2<tm1b(EUCOMM)Wtsi> hom early	42.82	HP:0000939	MP:0000062,MP:0010123
OMIM:167800	Pancreatitis, Hereditary	CTRC	Ctrc<tm1b(EUCOMM)Hmgu> hom early	24.18	HP:0002570	MP:0009476
OMIM:168600	Parkinson Disease, Late-Onset	MAPT	Mapt<tm1b(EUCOMM)Hmgu> hom early	32.915	HP:0000012,HP:0000716,HP:0000726,HP:0002015	MP:0011941,MP:0008528,MP:0001417
OMIM:168601	Parkinson Disease 1, Autosomal Dominant	SNCA	Snca<em1(IMPC)H> hom early	29.975	HP:0002505,HP:0001288,HP:0002362	MP:0001392
OMIM:169400	Pelger-Huet Anomaly	LBR	Lbr<em1(IMPC)Tcp> hom early	46.97	HP:0001874,HP:0001873,HP:0011447,HP:0001902,HP:0001875,HP:0009824,HP:0010442,HP:0010041,HP:0001761,HP:0010044,HP:0010047	MP:0000550,MP:0005562,MP:0002110,MP:0000219,MP:0002764,MP:0000220,MP:0005016
OMIM:170100	Prolidase Deficiency	PEPD	Pepd<tm1a(KOMP)Wtsi> hom early	35.805	HP:0001744,HP:0001873,HP:0001903	MP:0009923,MP:0013430,MP:0005562,MP:0008215,MP:0013772,MP:0013514,MP:0013678,MP:0013427,MP:0008074,MP:0010850,MP:0000218
OMIM:170100	Prolidase Deficiency	PEPD	Pepd<tm1b(KOMP)Wtsi> hom early	35.255	HP:0000347,HP:0001744,HP:0007489,HP:0001903,HP:0000218,HP:0001873	MP:0005333,MP:0010506,MP:0002691,MP:0002591,MP:0002764
OMIM:170100	Prolidase Deficiency	PEPD	Pepd<tm1b(KOMP)Wtsi> hom late	29.165	HP:0001744,HP:0001873,HP:0001903	MP:0000702,MP:0005017,MP:0008207,MP:0013691,MP:0008174
OMIM:170500	Hyperkalemic Periodic Paralysis	SCN4A	Scn4a<tm2b(KOMP)Wtsi> het early	24.845	HP:0002153	MP:0002966,MP:0008806
OMIM:171300	Pheochromocytoma	TMEM127	Tmem127<tm1(KOMP)Wtsi> hom early	17.69	HP:0003072	MP:0002968,MP:0008806,MP:0005553,MP:0005344
OMIM:172700	Pick Disease Of Brain	MAPT	Mapt<tm1b(EUCOMM)Hmgu> hom early	46.465	HP:0002145,HP:0002591,HP:0000737,HP:0000734,HP:0000748,HP:0030213,HP:0000733	MP:0011941,MP:0001417
OMIM:176400	Precocious Puberty, Central, 1	KISS1R	Kiss1r<tm1.1(KOMP)Vlcg> hom early	26.08	HP:0011969,HP:0008232,HP:0008236	MP:0003558,MP:0002059,MP:0006415,MP:0001120,MP:0002631,MP:0004727,MP:0003642,MP:0003578,MP:0001146,MP:0001126
OMIM:176410	Precocious Puberty, Male-Limited	LHCGR	Lhcgr<tm1(KOMP)Vlcg> hom early	12.595	HP:0008734	MP:0000706
OMIM:176670	Hutchinson-Gilford Progeria Syndrome	LMNA	Lmna<tm1b(EUCOMM)Wtsi> het early	15.72	HP:0000347	MP:0002764
OMIM:177650	Exfoliation Syndrome	LOXL1	Loxl1<tm1.1(KOMP)Vlcg> hom early	25.21	HP:0012636	MP:0001325
OMIM:178500	Interstitial Lung Disease 2	MUC5B	Muc5b<em1(IMPC)Mbp> hom early	36.225	HP:0001394	MP:0000601,MP:0000598
OMIM:180300	Rheumatoid Arthritis	NFKBIL1	Nfkbil1<tm1a(KOMP)Wtsi> hom early	31.015	HP:0011227	MP:0005419
OMIM:180500	Axenfeld-Rieger Syndrome, Type 1	PITX2	Pitx2<tm1b(EUCOMM)Wtsi> het early	58.82	HP:0000219,HP:0000558,HP:0000047,HP:0000824,HP:0000327,HP:0011500,HP:0000482,HP:0007676,HP:0009918,HP:0000677,HP:0000322,HP:0000668,HP:0000526,HP:0000691,HP:0000485,HP:0000627,HP:0007873	MP:0001319,MP:0001314,MP:0002100,MP:0001147
OMIM:180550	Ring Dermoid Of Cornea	PITX2	Pitx2<tm1b(EUCOMM)Wtsi> het early	58.625	HP:0025612,HP:0025348,HP:0000481,HP:0000502,HP:0500070	MP:0001319,MP:0001314
OMIM:180750	Robinow-Sorauf Syndrome	TWIST1	Twist1<em1(IMPC)Rbrc> het early	32.27	HP:0001822,HP:0010084,HP:0010055,HP:0011304	MP:0004509,MP:0000572,MP:0002110
OMIM:180800	Roussy-Levy Hereditary Areflexic Dystasia	MPZ	Mpz<em1(IMPC)Tcp> hom early	50.715	HP:0002345,HP:0007351,HP:0002066	MP:0000745,MP:0001402,MP:0001406
OMIM:180920	Aplasia Of Lacrimal And Salivary Glands	FGF10	Fgf10<tm1b(EUCOMM)Wtsi> het early	26.065	HP:0007732,HP:0001092,HP:0007656	MP:0005287
OMIM:181270	Scalp-Ear-Nipple Syndrome	KCTD1	Kctd1<em1(IMPC)J> hom early	38.74	HP:0000518,HP:0011672,HP:0001635,HP:0000519,HP:0009916,HP:0000822,HP:0004755,HP:0000612	MP:0002834,MP:0006203,MP:0001304,MP:0001289,MP:0012121,MP:0005542
OMIM:181350	Emery-Dreifuss Muscular Dystrophy 2, Autosomal Dominant	LMNA	Lmna<tm1b(EUCOMM)Wtsi> het early	18.03	HP:0001771,HP:0009053,HP:0011727,HP:0009049	MP:0002764
OMIM:181450	Ulnar-Mammary Syndrome	TBX3	Tbx3<em1(IMPC)Mbp> het early	15.055	HP:0011675	MP:0006203
OMIM:182230	Septooptic Dysplasia	HESX1	Hesx1<em1(IMPC)J> hom embryo	32.005	HP:0007766,HP:0000609	MP:0001293
OMIM:182940	Neural Tube Defects, Susceptibility To	FUZ	Fuz<em1(IMPC)Mbp> hom embryo	41.095	HP:0003298,HP:0000238,HP:0002475,HP:0002323	MP:0002151,MP:0003720
OMIM:182940	Neural Tube Defects, Susceptibility To	VANGL2	Vangl2<em1(IMPC)Mbp> het embryo	15.89	HP:0002475,HP:0003298,HP:0002323	MP:0001711
OMIM:182940	Neural Tube Defects, Susceptibility To	VANGL2	Vangl2<em1(IMPC)Mbp> hom embryo	48.63	HP:0003298,HP:0000238,HP:0002475,HP:0002323	MP:0000914,MP:0001711,MP:0003984
OMIM:183086	Spinocerebellar Ataxia 6	CACNA1A	Cacna1a<em1(IMPC)H> het early	20.75	HP:0002015	MP:0020421
OMIM:184460	Stapes Ankylosis With Broad Thumbs And Toes	NOG	Nog<em1(IMPC)Mbp> het early	34.175	HP:0003189,HP:0002949	MP:0002759,MP:0000443
OMIM:184460	Stapes Ankylosis With Broad Thumbs And Toes	NOG	Nog<em1(IMPC)Mbp> hom embryo	21.24	HP:0000466	MP:0002884
OMIM:185000	Overhydrated Hereditary Stomatocytosis	RHAG	Rhag<em1(IMPC)Ccpcz> hom early	43.54	HP:0001878,HP:0001923,HP:0002240,HP:0001744,HP:0005518,HP:0004446,HP:0002904	MP:0000702,MP:0000709,MP:0005562,MP:0000274,MP:0005568,MP:0002339,MP:0000703
OMIM:185070	Stormorken Syndrome	STIM1	Stim1<em1(IMPC)Mbp> het early	33.235	HP:0032550,HP:0001746,HP:0001903,HP:0000790,HP:0006270,HP:0001873	MP:0000702,MP:0005013,MP:0002339,MP:0003068,MP:0000219,MP:0000218
OMIM:185070	Stormorken Syndrome	STIM1	Stim1<em1(IMPC)Mbp> het embryo	17.75	HP:0004322	MP:0003984
OMIM:185070	Stormorken Syndrome	STIM1	Stim1<em1(IMPC)Mbp> het late	38.06	HP:0032550,HP:0001746,HP:0001903,HP:0000790,HP:0006270,HP:0001873	MP:0002135,MP:0000691,MP:0002989,MP:0000689
OMIM:186500	Multiple Synostoses Syndrome 1	NOG	Nog<em1(IMPC)Mbp> het early	28.81	HP:0008460,HP:0003416,HP:0000431	MP:0002759,MP:0000443
OMIM:187300	Telangiectasia, Hereditary Hemorrhagic, Type 1	ENG	Eng<em1(IMPC)Mbp> het early	17.73	HP:0030049,HP:0001901,HP:0001903	MP:0000219
OMIM:187900	Bleeding Disorder, Platelet-Type, 17	GFI1B	Gfi1b<tm1b(EUCOMM)Hmgu> het early	23.405	HP:0012526,HP:0040185,HP:0031965,HP:0001873	MP:0000222,MP:0005013
OMIM:187950	Thrombocythemia 1	THPO	Thpo<tm1.1(KOMP)Vlcg> hom early	48.77	HP:0001744,HP:0004866,HP:0008320,HP:0001894,HP:0008148	MP:0003179,MP:0002599
OMIM:188400	Digeorge Syndrome	TBX1	Tbx1<em1(IMPC)Mbp> het early	31.37	HP:0008211,HP:0001744,HP:0000860,HP:0000034,HP:0000138,HP:0000778,HP:0007018,HP:0001081,HP:0001397	MP:0001399,MP:0001944
OMIM:188400	Digeorge Syndrome	TBX1	Tbx1<em1(IMPC)Mbp> het embryo	15.87	HP:0001537	MP:0001711
OMIM:188400	Digeorge Syndrome	TBX1	Tbx1<em1(IMPC)Mbp> hom embryo	16.465	HP:0001537,HP:0004322	MP:0001711,MP:0003984
OMIM:188580	Thyrotoxic Periodic Paralysis, Susceptibility To, 1	CACNA1S	Cacna1s<tm1.1(KOMP)Vlcg> hom embryo	23.96	HP:0001649,HP:0001962	MP:0001914
OMIM:189500	Witkop Syndrome	MSX1	Msx1<tm1b(KOMP)Wtsi> hom embryo	33.54	HP:0006347,HP:0006349	MP:0000111
OMIM:189800	Preeclampsia/Eclampsia 1	NOS3	Nos3<em1(IMPC)Mbp> hom early	30.29	HP:0000093,HP:0001873	MP:0000691,MP:0005011,MP:0002606,MP:0002989,MP:0000219,MP:0000689,MP:0002135,MP:0005016
OMIM:192430	Velocardiofacial Syndrome	TBX1	Tbx1<em1(IMPC)Mbp> het early	25.475	HP:0000829,HP:0000028,HP:0000718	MP:0001399,MP:0001944
OMIM:192430	Velocardiofacial Syndrome	TBX1	Tbx1<em1(IMPC)Mbp> het embryo	17.61	HP:0001537	MP:0001711
OMIM:192430	Velocardiofacial Syndrome	TBX1	Tbx1<em1(IMPC)Mbp> hom embryo	18.785	HP:0001537,HP:0004322	MP:0001711,MP:0003984
OMIM:193530	Weyers Acrofacial Dysostosis	EVC2	Evc2<em1(IMPC)Mbp> hom early	27.87	HP:0006315,HP:0000698	MP:0030610
OMIM:193670	Whim Syndrome 1	CXCR4	Cxcr4<em1(IMPC)Mbp> het early	38.14	HP:0000055,HP:0000008,HP:0001875	MP:0000691,MP:0005013,MP:0001148,MP:0000689,MP:0001146,MP:0000220,MP:0000218
OMIM:194380	Dehydrated Hereditary Stomatocytosis 1 With Or Without Pseudohyperkalemia And/Or Perinatal Edema	PIEZO1	Piezo1<tm1b(KOMP)Wtsi> het early	29.225	HP:0003281,HP:0003641	MP:0002941,MP:0000538
OMIM:194380	Dehydrated Hereditary Stomatocytosis 1 With Or Without Pseudohyperkalemia And/Or Perinatal Edema	PIEZO1	Piezo1<tm1b(KOMP)Wtsi> hom embryo	44.155	HP:0000980	MP:0003717
OMIM:200110	Ablepharon-Macrostomia Syndrome	TWIST2	Twist2<tm1.1(KOMP)Vlcg> het early	16.065	HP:0000062,HP:0000054,HP:0000059,HP:0002557	MP:0001147,MP:0001146
OMIM:200150	Choreoacanthocytosis	VPS13A	Vps13a<tm1b(EUCOMM)Wtsi> hom early	16.82	HP:0001927	MP:0013764,MP:0008124
OMIM:200700	Acromesomelic Dysplasia 2A	GDF5	Gdf5<em1(IMPC)H> hom early	45.965	HP:0003022,HP:0005792,HP:0003097,HP:0006498,HP:0001162,HP:0001371,HP:0002984,HP:0003038,HP:0001773,HP:0006228,HP:0003086,HP:0005736,HP:0001964,HP:0009803,HP:0011927,HP:0005914	MP:0000062,MP:0000572,MP:0000550,MP:0002110,MP:0000556
OMIM:201000	Carpenter Syndrome 1	RAB23	Rab23<tm1b(EUCOMM)Wtsi> het early	20.21	HP:0004442,HP:0001513,HP:0004443,HP:0001748,HP:0004440	MP:0003961,MP:0002599,MP:0010124
OMIM:201250	Acromesomelic Dysplasia 2C	GDF5	Gdf5<em1(IMPC)H> hom early	41.13	HP:0003022,HP:0006110,HP:0002986,HP:0000954,HP:0006011,HP:0003042,HP:0009778,HP:0002984,HP:0002827,HP:0003038,HP:0001773,HP:0005096,HP:0003086,HP:0005736,HP:0006144,HP:0006014	MP:0000572,MP:0000550,MP:0000556,MP:0002110
OMIM:201475	Acyl-Coa Dehydrogenase, Very Long-Chain, Deficiency Of	ACADVL	Acadvl<em1(IMPC)H> hom early	36.785	HP:0001958	MP:0013278,MP:0005293
OMIM:202110	Adrenal Hyperplasia, Congenital, Due To 17-Alpha-Hydroxylase Deficiency	CYP17A1	Cyp17a1<tm1b(EUCOMM)Wtsi> hom early	31.725	HP:0000062,HP:0000037	MP:0009198,MP:0009204
OMIM:202400	Afibrinogenemia, Congenital	FGB	Fgb<tm1.1(KOMP)Vlcg> hom early	23.495	HP:0003811,HP:0012223	MP:0010067,MP:0011110
OMIM:203200	Albinism, Oculocutaneous, Type Ii	MC1R	Mc1r<tm1.1(KOMP)Vlcg> hom early	57.395	HP:0005599,HP:0007603,HP:0001022,HP:0000635,HP:0002297,HP:0001010	MP:0002075
OMIM:203655	Alopecia Universalis Congenita	HR	Hr<em1(IMPC)H> hom early	33.905	HP:0002223,HP:0000561,HP:0002555,HP:0002221,HP:0002289	MP:0002098,MP:0000367,MP:0001284
OMIM:203780	Alport Syndrome 2, Autosomal Recessive	COL4A4	Col4a4<em1(IMPC)H> hom early	48.05	HP:0000083,HP:0000518,HP:0000093,HP:0200020,HP:0003774,HP:0000790,HP:0000100,HP:0011501,HP:0000123	MP:0001304,MP:0011874
OMIM:203800	Alstrom Syndrome	ALMS1	Alms1<tm1b(EUCOMM)Hmgu> hom early	21.13	HP:0003233,HP:0002155,HP:0002149	MP:0008806
OMIM:204100	Leber Congenital Amaurosis 2	RPE65	Rpe65<tm1a(EUCOMM)Hmgu> hom early	47.805	HP:0000563,HP:0000543,HP:0000518,HP:0001099,HP:0030825,HP:0000580,HP:0007843	MP:0001317,MP:0001325,MP:0006243
OMIM:204690	Amelogenesis Imperfecta, Type Ig	FAM20A	Fam20a<tm1b(KOMP)Wtsi> hom early	46.56	HP:0000083,HP:0000103,HP:0004727,HP:0006302,HP:0000169,HP:0000212,HP:0000121,HP:0000805,HP:0000696,HP:0000705	MP:0002135,MP:0002100,MP:0010025
OMIM:206200	Iron-Refractory Iron Deficiency Anemia	TMPRSS6	Tmprss6<tm1b(EUCOMM)Wtsi> hom early	44.65	HP:0031877,HP:0004447,HP:0004840,HP:0011273	MP:0000208,MP:0005642,MP:0005562,MP:0000194,MP:0002591,MP:0002874,MP:0008079,MP:0013676,MP:0010850,MP:0008045,MP:0013648
OMIM:206900	Microphthalmia, Syndromic 3	SOX2	Sox2<em1(IMPC)Mbp> het early	34.095	HP:0012521,HP:0000518,HP:0000609,HP:0000647	MP:0001319,MP:0008259,MP:0010097
OMIM:206900	Microphthalmia, Syndromic 3	SOX2	Sox2<em1(IMPC)Mbp> het embryo	17.89	HP:0008897,HP:0004322	MP:0003984
OMIM:206920	Microphthalmia With Limb Anomalies	SMOC1	Smoc1<tm1a(EUCOMM)Wtsi> het early	18.045	HP:0000499	MP:0002075
OMIM:206920	Microphthalmia With Limb Anomalies	SMOC1	Smoc1<tm1b(EUCOMM)Wtsi> het early	30.485	HP:0000278	MP:0000455
OMIM:206920	Microphthalmia With Limb Anomalies	SMOC1	Smoc1<tm1b(EUCOMM)Wtsi> hom early	56.55	HP:0000954,HP:0005709,HP:0002982,HP:0001215,HP:0001849,HP:0010715,HP:0000499,HP:0001180,HP:0001830,HP:0001440,HP:0000278,HP:0012745,HP:0001770,HP:0001241,HP:0001162,HP:0005867,HP:0003038,HP:0001762,HP:0008081,HP:0001852,HP:0002827,HP:0000581,HP:0003196,HP:0000494	MP:0004509,MP:0000443,MP:0005287,MP:0000564,MP:0002110,MP:0002764,MP:0000455
OMIM:208085	Arthrogryposis, Renal Dysfunction, And Cholestasis 1	VPS33B	Vps33b<tm1a(EUCOMM)Wtsi> het early	16.545	HP:0002908	MP:0001556
OMIM:208250	Camptodactyly-Arthropathy-Coxa Vara-Pericarditis Syndrome	PRG4	Prg4<em1(IMPC)Ccpcz> hom early	40.07	HP:0003040,HP:0001369,HP:0001239,HP:0005879,HP:0005186	MP:0002932
OMIM:208540	Renal-Hepatic-Pancreatic Dysplasia 1	NPHP3	Nphp3<em1(IMPC)J> hom early	20.36	HP:0003811	MP:0011110
OMIM:208920	Ataxia, Early-Onset, With Oculomotor Apraxia And Hypoalbuminemia	APTX	Aptx<tm1b(EUCOMM)Hmgu> hom early	38.93	HP:0003124,HP:0003073,HP:0003236	MP:0002941
OMIM:209300	Atransferrinemia	TF	Trf<em1(IMPC)J> het early	40.51	HP:0001931	MP:0005561
OMIM:209300	Atransferrinemia	TF	Trf<em1(IMPC)Rbrc> het early	27.03	HP:0012239	MP:0004151
OMIM:209300	Atransferrinemia	TF	Trf<em1(IMPC)Rbrc> het late	49.945	HP:0012239,HP:0001931	MP:0001589,MP:0001565
OMIM:209500	Atrichia With Papular Lesions	HR	Hr<em1(IMPC)H> hom early	30.69	HP:0008070	MP:0002098,MP:0000367,MP:0001284
OMIM:209885	Barber-Say Syndrome	TWIST2	Twist2<tm1.1(KOMP)Vlcg> het early	33.17	HP:0002561,HP:0000028,HP:0000064,HP:0000059,HP:0002557	MP:0001147,MP:0001146
OMIM:209900	Bardet-Biedl Syndrome 1	BBS1	Bbs1<em1(IMPC)Mbp> het early	21.625	HP:0001712	MP:0000266,MP:0002188
OMIM:210250	Sitosterolemia 1	ABCG8	Abcg8<tm1b(KOMP)Wtsi> hom early	68.46	HP:0001923,HP:0008158,HP:0001873,HP:0001744,HP:0001902,HP:0033341,HP:0001114,HP:0001084,HP:0004446,HP:0003540,HP:0003124,HP:0004802,HP:0004870,HP:0020181,HP:0001903	MP:0013513,MP:0004151,MP:0001552,MP:0000599,MP:0002591,MP:0005018,MP:0005642,MP:0002941,MP:0000691,MP:0005562,MP:0008207,MP:0005178,MP:0005634,MP:0002874,MP:0008079,MP:0005627,MP:0000689,MP:0005419,MP:0002599,MP:0002968,MP:0005343,MP:0001303,MP:0008040,MP:0008075,MP:0005553,MP:0001304,MP:0013510,MP:0000598,MP:0010067,MP:0005278
OMIM:210720	Microcephalic Osteodysplastic Primordial Dwarfism, Type Ii	PCNT	Pcnt<em1(IMPC)Mbp> het early	19.515	HP:0000826,HP:0000047,HP:0005978	MP:0001147,MP:0002135,MP:0001146,MP:0002989
OMIM:210720	Microcephalic Osteodysplastic Primordial Dwarfism, Type Ii	PCNT	Pcnt<em1(IMPC)Mbp> hom embryo	30.62	HP:0008897,HP:0001511,HP:0003498	MP:0003984
OMIM:211380	Elsahy-Waters Syndrome	CDH11	Cdh11<em1(IMPC)Mbp> hom early	31.81	HP:0000048,HP:0000047,HP:0008689,HP:0000431,HP:0000808	MP:0000443,MP:0001147,MP:0003068,MP:0002135,MP:0001146
OMIM:211600	Cholestasis, Progressive Familial Intrahepatic, 1	ATP8B1	Atp8b1<em1(IMPC)Tcp> hom early	42.8	HP:0000938,HP:0002240,HP:0001744,HP:0002748,HP:0001081,HP:0001508	MP:0003795,MP:0000063,MP:0002875,MP:0001157,MP:0002874,MP:0010124,MP:0000208,MP:0003960,MP:0011874,MP:0000218
OMIM:211600	Cholestasis, Progressive Familial Intrahepatic, 1	ATP8B1	Atp8b1<em1(IMPC)Tcp> hom late	54.395	HP:0000938,HP:0000421,HP:0002908,HP:0001744,HP:0002748,HP:0001508	MP:0002968,MP:0003795,MP:0005333,MP:0002941,MP:0005343,MP:0000186,MP:0005562,MP:0010506,MP:0000063,MP:0005344,MP:0002875,MP:0002591,MP:0002874,MP:0005627,MP:0010124,MP:0000208,MP:0003960
OMIM:212065	Congenital Disorder Of Glycosylation, Type Ia	PMM2	Pmm2<tm1b(EUCOMM)Hmgu> het early	21.28	HP:0003073,HP:0003146	MP:0005565
OMIM:212093	Cardiac Valvular Dysplasia 1	PLD1	Pld1<tm1b(KOMP)Wtsi> hom early	27.655	HP:0001629,HP:0031295,HP:0010446,HP:0034350,HP:0001655,HP:0011623,HP:0004762,HP:0001634,HP:0011555,HP:0001642,HP:0001704,HP:0001631,HP:0034348,HP:0001718,HP:0011662	MP:0002833
OMIM:212112	Cardiomyopathy, Dilated, With Hypergonadotropic Hypogonadism	LMNA	Lmna<tm1b(EUCOMM)Wtsi> het early	22.285	HP:0031610,HP:0200021,HP:0000894,HP:0034681	MP:0002764
OMIM:212500	Cataract 46, Juvenile-Onset, With Or Without Arrhythmic Cardiomyopathy	LEMD2	Lemd2<em1(IMPC)Bay> het early	42.97	HP:0001118	MP:0011959
OMIM:212720	Martsolf Syndrome 1	RAB3GAP2	Rab3gap2<tm1b(KOMP)Wtsi> hom early	37.665	HP:0000286,HP:0001695,HP:0001635,HP:0001638,HP:0000494	MP:0005287,MP:0005333,MP:0010506
OMIM:212840	Gordon Holmes Syndrome	RNF216	Rnf216<tm1b(EUCOMM)Wtsi> hom early	28.375	HP:0000869,HP:0000044,HP:0000876,HP:0000786	MP:0001925
OMIM:213300	Joubert Syndrome 1	INPP5E	Inpp5e<tm1.1(KOMP)Vlcg> hom embryo	52.065	HP:0001320,HP:0002335,HP:0002508,HP:0011933,HP:0001162,HP:0007271,HP:0001830,HP:0002365,HP:0002195,HP:0002419,HP:0030084	MP:0000562,MP:0000897,MP:0001697,MP:0003720,MP:0000841,MP:0002109
OMIM:213600	Basal Ganglia Calcification, Idiopathic, 1	SLC20A2	Slc20a2<tm1a(EUCOMM)Wtsi> hom early	40.73	HP:0004363,HP:0002305,HP:0001337,HP:0001332	MP:0002968,MP:0010092,MP:0006358
OMIM:213600	Basal Ganglia Calcification, Idiopathic, 1	SLC20A2	Slc20a2<tm1b(EUCOMM)Wtsi> het early	37.55	HP:0002305,HP:0002072,HP:0002406,HP:0002075	MP:0001516
OMIM:213700	Cerebrotendinous Xanthomatosis	CYP27A1	Cyp27a1<tm1.1(KOMP)Vlcg> hom early	33.425	HP:0001681,HP:0001658,HP:0001114,HP:0003107,HP:0001081	MP:0002968,MP:0005333,MP:0000186,MP:0010506,MP:0002981,MP:0005179,MP:0010393,MP:0005419,MP:0002644
OMIM:214100	Peroxisome Biogenesis Disorder 1A (Zellweger)	PEX1	Pex1<tm1e.1(EUCOMM)Hmgu> het early	27.335	HP:0001401,HP:0002240,HP:0001629,HP:0006579	MP:0002753,MP:0000598
OMIM:214450	Griscelli Syndrome, Type 1	MYO5A	Myo5a<tm1a(KOMP)Wtsi> hom early	72.49	HP:0001008,HP:0002227,HP:0002226,HP:0002218,HP:0004527,HP:0002220,HP:0001010	MP:0002075
OMIM:214500	Chediak-Higashi Syndrome	LYST	Lyst<tm1b(EUCOMM)Wtsi> hom early	51.96	HP:0011993,HP:0005599,HP:0001251,HP:0001873,HP:0001744,HP:0002218,HP:0001875,HP:0001107,HP:0001882,HP:0005592,HP:0001288,HP:0012156,HP:0032499,HP:0012484,HP:0001104,HP:0001010,HP:0001903,HP:0007730	MP:0002590,MP:0001322,MP:0005561,MP:0001402,MP:0002075,MP:0001325
OMIM:215045	Chondrodysplasia, Blomstrand Type	PTH1R	Pth1r<tm1a(EUCOMM)Hmgu> het early	31.595	HP:0005789,HP:0004233,HP:0008108	MP:0010124
OMIM:215045	Chondrodysplasia, Blomstrand Type	PTH1R	Pth1r<tm1a(EUCOMM)Hmgu> hom early	25.745	HP:0003826	MP:0011100
OMIM:215140	Greenberg Dysplasia	LBR	Lbr<em1(IMPC)Tcp> hom early	43.88	HP:0002983,HP:0000347,HP:0005855,HP:0010659,HP:0030721,HP:0008479,HP:0012789,HP:0004599,HP:0003811,HP:0004331,HP:0009803,HP:0010049,HP:0008905,HP:0006646,HP:0001433,HP:0001830,HP:0010655,HP:0002694,HP:0000773,HP:0003027,HP:0003021,HP:0005019,HP:0004598,HP:0000878,HP:0002757,HP:0001162,HP:0003015,HP:0006619,HP:0001169,HP:0003826,HP:0041159,HP:0001156,HP:0009487,HP:0001883,HP:0003026,HP:0005807,HP:0004510,HP:0005528,HP:0009381,HP:0011986	MP:0000702,MP:0003795,MP:0000550,MP:0000063,MP:0005562,MP:0001147,MP:0011110,MP:0002110,MP:0005016,MP:0000219,MP:0002764,MP:0000220,MP:0010124
OMIM:216400	Cockayne Syndrome A	ERCC8	Ercc8<em1(IMPC)H> hom early	25.14	HP:0001251,HP:0001288	MP:0001392
OMIM:216550	Cohen Syndrome	VPS13B	Vps13b<em1(IMPC)Tcp> hom early	45.275	HP:0007737,HP:0001135,HP:0001518,HP:0011504,HP:0000648,HP:0001634,HP:0001882,HP:0001875,HP:0008915	MP:0002590,MP:0002792,MP:0002188,MP:0000221,MP:0001289,MP:0003961,MP:0010097,MP:0001325,MP:0000692,MP:0005016
OMIM:218330	Cranioectodermal Dysplasia 1	IFT122	Ift122<tm1a(EUCOMM)Wtsi> het early	16.165	HP:0002901	MP:0005343
OMIM:219080	Acth-Independent Macronodular Adrenal Hyperplasia	GNAS	Gnas<tm1Jop> hom early	15.6	HP:0001956	MP:0003960
OMIM:220100	Cystinuria	SLC3A1	Slc3a1<tm1.1(KOMP)Vlcg> hom early	37.08	HP:0000083,HP:0000010,HP:0003532,HP:0003268,HP:0000787,HP:0003131,HP:0003297	MP:0008528,MP:0011625,MP:0009552,MP:0000538,MP:0003068,MP:0002989,MP:0002135,MP:0011874,MP:0003917
OMIM:220120	D-Glyceric Aciduria	GLYCTK	Glyctk<em1(IMPC)J> hom early	17.51	HP:0008288	MP:0002968
OMIM:220290	Deafness, Autosomal Recessive 1A	GJB3	Gjb3<tm1.1(KOMP)Vlcg> het early	37.705	HP:0000407	MP:0004738
OMIM:222470	Trichohepatoenteric Syndrome 1	SKIC3	Skic3<em1(IMPC)Tcp> het early	31.045	HP:0002240,HP:0000047,HP:0011877,HP:0001744,HP:0003452,HP:0003073,HP:0012023,HP:0011031,HP:0003235,HP:0001894,HP:0004734	MP:0005627,MP:0005641,MP:0011874
OMIM:222600	Diastrophic Dysplasia	SLC26A2	Slc26a2<em1(IMPC)Bay> hom embryo	30.76	HP:0000175,HP:0002857,HP:0009465,HP:0001762,HP:0009381,HP:0001234	MP:0009908,MP:0002109
OMIM:222700	Lysinuric Protein Intolerance	SLC7A7	Slc7a7<em1(IMPC)Bay> het early	14.87	HP:0001956,HP:0001508	MP:0003960
OMIM:222700	Lysinuric Protein Intolerance	SLC7A7	Slc7a7<em1(IMPC)Bay> hom embryo	16.19	HP:0004322	MP:0003984
